Search City,Job Title,Company,Location,Required Skills,Posted Date,Job URL
Chennai,Executive - Dispatch (only BE/DIP For Tier1 Steel & Auto Steel MNC)4LP,Send CV to cv.ch1@adonisstaff.in / Tier1 Automotive MNC & Client of Adonis Recruitment Consultants,"Chennai(Irungattukottai), Sriperumbudur",Dispatch | Logistics | Inventory Control | Outbound Logistics | Freight Management | Transporters | Dispatch Planning | Dispatch Scheduling,1 week ago,https://www.naukri.com/job-listings-executive-dispatch-only-be-dip-for-tier1-steel-auto-steel-mnc-4lp-adonis-recruitment-consultants-sriperumbudur-chennai-3-to-7-years-280326011241
Chennai,Executive - Stores,Lifecell,"Chennai, Chengalpattu, Tambaram",GRN | Material Management | Stores Maintenance | Material Receipt | Stores | Maintenance | Management | Materials,1 week ago,https://www.naukri.com/job-listings-executive-stores-lifecell-chengalpattu-tambaram-chennai-1-to-3-years-170525019466
Chennai,Store Executive,Fusion Engineering,Chennai(Kovur),Store Operations | Stores | Store Operation | Operations,1 day ago,https://www.naukri.com/job-listings-store-executive-fusion-engineering-chennai-0-to-3-years-250626010756
Chennai,Store Executive,Sidharth Foundation & Housing,Chennai(Kanathur +1),GRN | Store Keeping | Store Management | Stores | Management,1 week ago,https://www.naukri.com/job-listings-store-executive-sidharth-foundation-housing-ltd-chennai-2-to-4-years-130626011633
Chennai,WAREHOUSE EXECUTIVE (Receipts & Dispatch),Daebu Automotive,Chennai,journal voucher | grn | dispatch | warehouse operations | warehouse management | purchase entry | logistics | accounting,3 weeks ago,https://www.naukri.com/job-listings-warehouse-executive-receipts-dispatch-daebu-automotive-seat-chennai-2-to-5-years-010626502358
Chennai,Store Executive,Sumirun India,Chennai(Nungambakkam),Store Operations | Store Operation | Store Setup | Retail Sales | Counter Sales | Showroom Sales | Retail Operations | Store Management,1 week ago,https://www.naukri.com/job-listings-store-executive-sumirun-india-chennai-1-to-3-years-150626012533
Chennai,Senior Stores Executive,Data Patterns,Chennai,Store Operations | Inventory Control | Material Requirement Planning | JIT | Abc Analysis | Warehouse Operations | Store Operation | Operations,1 week ago,https://www.naukri.com/job-listings-senior-stores-executive-data-patterns-chennai-8-to-10-years-290425020887
Chennai,Admin & Accounts Logistics Executive,GAW Industries,Chennai(Nungambakkam),Administration | Logistics | Accounts Handling | Handling | Accounting,2 days ago,https://www.naukri.com/job-listings-admin-accounts-logistics-executive-gaw-industries-chennai-1-to-3-years-090426016964
Chennai,WAREHOUSE EXECUTIVE (Receipts & Dispatch),ProConnect,Chennai,application software | dispatch | shipment | supply chain | warehouse management | warehouse operations | logistics | warehouse,3+ weeks ago,https://www.naukri.com/job-listings-warehouse-executive-receipts-dispatch-proconnect-supply-chain-solutions-ltd-chennai-2-to-5-years-030426502830
Chennai,Executive - Operations (Dispatch),Movin,Chennai,cost reduction | operations management | dispatch | software | iso | logistics | problem solving | inventory,1 week ago,https://www.naukri.com/job-listings-executive-operations-dispatch-movin-chennai-1-to-2-years-160626504384
Chennai,Logistics Executive,Medilabs,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",shipment | logistics management | supply chain | warehouse operations | logistics operations | freight forwarding | logistics | executive logistics,3+ weeks ago,https://www.naukri.com/job-listings-logistics-executive-medilabs-biohygea-global-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-161024503294
Chennai,Store Executive,Sheela Group,"Chennai, Pune, Mumbai (All Areas)",Store Keeping | Store Management | Stores | Management,3 weeks ago,https://www.naukri.com/job-listings-store-executive-sheela-group-pune-chennai-mumbai-all-areas-0-to-5-years-040626011396
Bengaluru,Fleet Supervisor,Bill Rock,Bengaluru,Vehicle Management | Volunteering | Fleet Management | Transport Operations | Vehicle | Management | Transportation | Fleet,6 days ago,https://www.naukri.com/job-listings-fleet-supervisor-bill-rock-bengaluru-2-to-4-years-190626018010
Bengaluru,Transport Executive,Euroschool Kharadi,"Bengaluru, Mumbai, Hyderabad, Pune",fleet | shipment | supply chain | warehouse operations | documentation | logistics | tracking | transportation operations,3+ weeks ago,https://www.naukri.com/job-listings-transport-executive-euroschool-kharadi-mumbai-hyderabad-pune-bengaluru-2-to-5-years-170225504838
Bengaluru,Transport Executive,CIEL HR,Bengaluru,Transport Management | Transportation | Safety Management | Vendor coordination | MIS Reporting | Transport Operations | Route Planning | Vehicle Management,2 weeks ago,https://www.naukri.com/job-listings-transport-executive-ciel-hr-bengaluru-6-to-10-years-130426006888
Bengaluru,Urgent Hiring || Service Advisor {Field Role} || Bengaluru,Cars24,Bengaluru(Jakkur),Car Inspection | Automobile | Bodyshop Advisor | Body Shop | Automobile Service | Car Service | Diesel Mechanic | Final Inspection,3 weeks ago,https://www.naukri.com/job-listings-urgent-hiring-service-advisor-field-role-bengaluru-cars24-bengaluru-1-to-6-years-030126019351
Bengaluru,Transport Coordinator,Sitics Logistic Solutions,"Bengaluru, Chennai, Tiruchirapalli",Transportation | Route Planning | Vehicle Placement | Vehicle | Placement | Planning | Route3,3 days ago,https://www.naukri.com/job-listings-transport-coordinator-sitics-logistic-solutions-chennai-tiruchirapalli-bengaluru-3-to-5-years-220626007871
Bengaluru,Operation-OPs-Staff,EY,Bengaluru,Finance | Capital Markets | Core Operations | Coaching | Cef | Ai | Forecasting | Communication Skills,3 days ago,https://www.naukri.com/job-listings-operation-ops-staff-ernst-young-llp-bengaluru-3-to-6-years-220626927199
Bengaluru,Fleet Executive,Eminent Transit,Bengaluru(Hebbal Kempapura +1),Fleet Operations | Fleet Management | Operations | Management | Fleet,1 day ago,https://www.naukri.com/job-listings-fleet-executive-eminent-transit-bengaluru-2-to-4-years-250626015739
Bengaluru,Fleet Executive,Shyamoli Paribahan,"Bengaluru, Kolkata, Hyderabad",Fleet Operations | Fleet Management | Management | Fleet | Operations,3 weeks ago,https://www.naukri.com/job-listings-fleet-executive-shyamoli-paribahan-kolkata-hyderabad-bengaluru-4-to-7-years-140526024716
Bengaluru,Operations Manager,Wise Travel India,Bengaluru,Car Rental | Fleet Management | Operations management | Operations | Management | Fleet | Rent,3+ weeks ago,https://www.naukri.com/job-listings-operations-manager-wise-travel-india-bengaluru-10-to-15-years-250526014370
Bengaluru,Supervisor - Social Inclusion,Saahas Zero Waste,Bengaluru,Waste management | Supervisor | Training | Operations management | Client satisfaction | Field Staff | Fleet management | induction training,3+ weeks ago,https://www.naukri.com/job-listings-supervisor-social-inclusion-saahas-waste-management-pvt-ltd-bengaluru-1-to-3-years-091225501634
Bengaluru,Transport Executive,CIEL HR,"Bengaluru, Bengaluru Rural",Transport executive | Corporate Office | Fleet | Transportation | Good Communication | GPS | Transport Operations | Route Planning,2 weeks ago,https://www.naukri.com/job-listings-transport-executive-ciel-hr-bangalore-rural-bengaluru-6-to-10-years-100626033541
Bengaluru,Employee Transportation Executive,CIEL HR services pvt ltd,"Bengaluru(Brookefield), Bengaluru Rural",Employee Transportation | Vehicle Management | Transportation | Contract Management | Safety Compliance | Statutory Compliance | Transport Management | Transport Operations,2 weeks ago,https://www.naukri.com/job-listings-employee-transportation-executive-ciel-hr-bangalore-rural-bengaluru-6-to-10-years-090626009623
Bengaluru,Operations Executive,Lassi Corner,Bengaluru,Branch Operations | Inventory Management | Staff Supervision | Backend Operations | Cafe Management | Backend Process | Management | Supervision,1 day ago,https://www.naukri.com/job-listings-operations-executive-lassi-corner-bengaluru-0-to-2-years-240626932242
Bengaluru,General Manager / Hotel Operations / Hospitality Management / Hotel GM,India's Leading Hotel Chain,"Bengaluru, Patna, Pune, Chennai, Delhi / NCR, Mumbai (All Areas)",Hotel Management | Hotel GM | Hospitality Management | Hotel Administration | Food & Beverage | Revenue Management | Team Leadership | Hospitality Services,3 days ago,https://www.naukri.com/job-listings-general-manager-hotel-operations-hospitality-management-hotel-gm-freelancer-patna-pune-chennai-bengaluru-delhi-ncr-mumbai-all-areas-10-to-20-years-220626017045
Bengaluru,Supervisor Railway Operation and Safety,Smec,Bengaluru,fire safety | construction safety | incident investigation | industrial safety | training programs | safety management | operations | safety,2 days ago,https://www.naukri.com/job-listings-supervisor-railway-operation-and-safety-smec-india-pvt-ltd-bengaluru-5-to-10-years-230626502771
Bengaluru,Clinical Data Specialist,IQVIA,"Hybrid - Bengaluru(Marathahalli), Mumbai(Thane West), Hyderabad(Serlingampally)",Rave | Clinical Data Management | Clinical Data | Data management | Management | Data | Clinical,1 day ago,https://www.naukri.com/job-listings-clinical-data-specialist-iqvia-mumbai-hyderabad-bengaluru-1-to-6-years-250626013879
Bengaluru,Operation Supervisor,World Courier,Bengaluru,Training | Quality standards | Compliance | ISO 9001 | Time management | Packaging | Scheduling | Operations,2 weeks ago,https://www.naukri.com/job-listings-operation-supervisor-world-courier-bengaluru-6-to-7-years-110626503741
Bengaluru,Delivery Operations Associate Manager,Accenture,Bengaluru,operations | insurance | risk management | project management | quality control | soc | sla | process improvement,3+ weeks ago,https://www.naukri.com/job-listings-delivery-operations-associate-manager-accenture-solutions-pvt-ltd-bengaluru-10-to-14-years-250526933802
Bengaluru,Executive - Operations,Bottle Lab Technologies,Bengaluru,cost reduction | operations management | team management | back office operations | back office | warehouse operations | customer service | logistics,3+ weeks ago,https://www.naukri.com/job-listings-executive-operations-bottle-lab-technologies-pvt-ltd-smartq-bengaluru-0-to-2-years-220526504023
Bengaluru,Assistant Manager Operations,Fortis,Bengaluru,cost reduction | operations management | quality control | team management | customer service | team handling | branch operations | operations,3+ weeks ago,https://www.naukri.com/job-listings-assistant-manager-operations-fortis-healthcare-ltd-bengaluru-1-to-6-years-310326502331
Bengaluru,Dmart hiring warehouse executive -Across Bangalore city,DMart,Bengaluru,Store Keeping | Stores Maintenance | Store Management | Stores | Maintenance | Management | Warehouse | Hiring,2 weeks ago,https://www.naukri.com/job-listings-dmart-hiring-warehouse-executive-across-bangalore-city-dmart-bengaluru-3-to-5-years-100626010583
Bengaluru,Executive - Warehouse Operations - Contract Logistics,DP World,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai",Outbound | Operations management | Warehouse | contract logistics | Warehouse Executive | Compliance | Warehouse operations | Inventory,3+ weeks ago,https://www.naukri.com/job-listings-executive-warehouse-operations-contract-logistics-dp-world-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-080825502552
Bengaluru,Dispatch Officer,Orchard Healthcare,Bengaluru,Dispatch | Dispatch Planning | Logistics | Planning,3 days ago,https://www.naukri.com/job-listings-dispatch-officer-orchard-healthcare-bengaluru-0-to-2-years-220626007460
Bengaluru,Store Executive,Paakashala,Bengaluru,grn | inventory control | fifo | store keeping | mrn | purchase | store operations | store inventory,2 days ago,https://www.naukri.com/job-listings-store-executive-paakashala-bengaluru-0-to-2-years-230626505744
Bengaluru,Store cum Admin Executive,Arkaa Cluster,Bengaluru,English | Word | Kannada | Knowledge of inventory management and store procedures. Proficiency in MS Excel | Stored procedures | Microsoft | Stores | Excel,2 days ago,https://www.naukri.com/job-listings-store-admin-executive-arkaa-cluster-bengaluru-0-to-1-years-230626015004
Bengaluru,Logistics Executive,Leucine Rich Bio,Bengaluru(JP Nagar),Dispatch | Courier | Logistics Operations | Logistics | English | Hindi | Executive Logistics | Operations,1 day ago,https://www.naukri.com/job-listings-logistics-executive-leucine-rich-bio-bengaluru-0-to-1-years-250626019690
Bengaluru,Logistics Executive,Leucine Rich Bio,Bengaluru,Computer Knowledge | English Language | Dispatch | Logistics Management | Supply Chain | Languages | Executive Logistics | Supply,1 day ago,https://www.naukri.com/job-listings-logistics-executive-leucine-rich-bio-bengaluru-0-to-1-years-250626012988
Bengaluru,Store Executive,Kored Infratech,Bengaluru,Store Keeping | Store Management | Management | Stores,1 day ago,https://www.naukri.com/job-listings-store-executive-kored-infratech-bengaluru-0-to-2-years-240626934619
Bengaluru,Dispatch Executive,Salad Days,Bengaluru,dispatch | shipment | supply chain | logistics management | warehouse operations | warehouse management | logistics operations | logistics,3+ weeks ago,https://www.naukri.com/job-listings-dispatch-executive-salad-days-bengaluru-1-to-3-years-160126504024
Bengaluru,Customer Care Executive,NoBroker,Bengaluru,Outbound | Telecalling | Customer Care | Inbound | Voice,5 days ago,https://www.naukri.com/job-listings-customer-care-executive-nobroker-bengaluru-0-to-3-years-200626017407
Bengaluru,Customer Care Executive,NoBroker,Bengaluru,BPO | Outbound | Telecalling | Calling | Inbound Calls | Calls | Inbound | Customer care,1 week ago,https://www.naukri.com/job-listings-customer-care-executive-nobroker-bengaluru-0-to-3-years-160626029913
Bengaluru,Customer Care Executive NV,NoBroker,Bengaluru,BPO | Outbound | Calls | Calling | Inbound | Voice | Customer care,6 days ago,https://www.naukri.com/job-listings-customer-care-executive-nv-nobroker-bengaluru-0-to-3-years-190626024723
Bengaluru,g.Customer Care Executive,NoBroker,Bengaluru,Calling | Voice Process | Telecalling | Customer Care | Process | Voice,1 day ago,https://www.naukri.com/job-listings-g-customer-care-executive-nobroker-bengaluru-0-to-3-years-020526007954
Bengaluru,Store Executive,Sanjeevini Groups,Bengaluru,Store Management | Store Supervision | Store Keeping | Store Operations | Kannada | Inward | Dispatch | Store Planning,4 days ago,https://www.naukri.com/job-listings-store-executive-sanjeevini-groups-bengaluru-0-to-4-years-220626003170
Bengaluru,g.Customer Support Executive,NoBroker,Bengaluru,BPO | Outbound | Telecalling | Inbound | Customer Support | Domestic | Calls | Chat,1 day ago,https://www.naukri.com/job-listings-g-customer-support-executive-nobroker-bengaluru-0-to-3-years-280426036853
Pune,Transport Co-Ordinator,Source One,Pune,fleet | logistics management | warehouse operations | logistics operations | logistics | warehouse | route planning | transportation,1 week ago,https://www.naukri.com/job-listings-transport-co-ordinator-source-one-pune-0-to-1-years-160626503860
Pune,Transport Executive,Picodel,Pune,fleet | shipment | supply chain | warehouse operations | documentation | logistics | tracking | transportation operations,3+ weeks ago,https://www.naukri.com/job-listings-transport-executive-picodel-logistics-cargo-courier-pune-0-to-4-years-121125503939
Pune,Transport Executive,Euroschool Kharadi,"Pune, Mumbai, Hyderabad, Bengaluru",fleet | shipment | supply chain | warehouse operations | documentation | logistics | tracking | transportation operations,3+ weeks ago,https://www.naukri.com/job-listings-transport-executive-euroschool-kharadi-mumbai-hyderabad-pune-bengaluru-2-to-5-years-170225504838
Pune,Transport Executive,DMart,"Bhiwandi, Navi Mumbai, Dattwadi, Pune",Vehicle Management | Transportation | Transport Operations | Dispatch Planning | Shipment Tracking | Route Planning | Transport Management | Vehicle,3+ weeks ago,https://www.naukri.com/job-listings-transport-executive-dmart-bhiwandi-navi-mumbai-dattwadi-pune-3-to-7-years-230725020523
Pune,Service Advisor,Matoshri Enterprises,Pune,automobile | customer satisfaction | vehicle servicing | billing | Vehicle | Advisory Services | Servicing,1 day ago,https://www.naukri.com/job-listings-service-advisor-matoshri-enterprises-pune-0-to-5-years-250626936072
Pune,Ops Trainer- Associate/Sr Associate,Delhivery,Pune,Training And Development | Learning And Development | Operations | Training Coordination,1 day ago,https://www.naukri.com/job-listings-ops-trainer-associate-sr-associate-delhivery-pune-1-to-6-years-130426020726
Pune,Transport Coordinator,LG Electronics India,Pune(Ranjangaon MIDC),Excel | Fleet Management | Transport Vendor | Fleet | Management | Transportation | Vendor,2 weeks ago,https://www.naukri.com/job-listings-transport-coordinator-teamlease-pune-2-to-5-years-050626025389
Pune,General Manager / Hotel Operations / Hospitality Management / Hotel GM,India's Leading Hotel Chain,"Pune, Patna, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",Hotel Management | Hotel GM | Hospitality Management | Hotel Administration | Food & Beverage | Revenue Management | Team Leadership | Hospitality Services,3 days ago,https://www.naukri.com/job-listings-general-manager-hotel-operations-hospitality-management-hotel-gm-freelancer-patna-pune-chennai-bengaluru-delhi-ncr-mumbai-all-areas-10-to-20-years-220626017045
Pune,Branch Operations and Service Manager,AU Small Finance Bank,Pune,aml | mis reporting | banking operations | branch administration | banking products | branch operations | people management skills | process control,3+ weeks ago,https://www.naukri.com/job-listings-branch-operations-and-service-manager-au-financiers-india-limited-pune-5-to-10-years-260226500997
Pune,Store incharge,Shrishri Infrastructure,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",Business administration | Retail | Interpersonal skills | Customer management | Financial planning | Retail management | Retail operations | Staff management,3+ weeks ago,https://www.naukri.com/job-listings-store-incharge-shrishri-infrastructure-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-030524501545
Pune,Branch Operations and Service Manager - Branch Banking,AU Small Finance Bank,Pune,operations management | administration | customer service | regional management | banking operations | business development | sales | branch management,3+ weeks ago,https://www.naukri.com/job-listings-branch-operations-and-service-manager-branch-banking-au-financiers-india-limited-pune-3-to-7-years-260226500576
Pune,TM-Enrollment & Billing,Cognizant,Pune,analytical | workflow | hipaa | configuration | anatomy | cpt | documentation | verbal communication,1 day ago,https://www.naukri.com/job-listings-tm-enrollment-billing-cognizant-pune-8-to-9-years-250626037957
Pune,Senior Manager - Customer Service Operations,EXL,Pune,Customer Service | Attrition Management | Voice Process | Shrinkage | Shrinkage Control | CSAT | SLA Management | Operations Management,3 days ago,https://www.naukri.com/job-listings-senior-manager-customer-service-operations-exl-pune-13-to-16-years-220626034206
Pune,Commissioning Engineer - Electrical & Instrumentation,THERMAX,Remote,Boiler | Instrumentation | Commissioning | Instruments | Electricals | Compensation | Electrical Instrumentation,3 days ago,https://www.naukri.com/job-listings-commissioning-engineer-electrical-instrumentation-thermax-pune-5-to-10-years-141025014135
Pune,Cyber Security Operations Manager,Hackajob,"Pune, Hyderabad, Bengaluru",Cyber Security | Information Security | Threat Intelligence | Incident Management | Security | Threat Analysis | Monitoring | Security operations,1 week ago,https://www.naukri.com/job-listings-cyber-security-operations-manager-hackajob-hyderabad-pune-bengaluru-5-to-10-years-150626012511
Pune,"Staff Engineer, Integrations",Showpad,Pune,Computer science | Outbound | Backend | Service level | Architecture | Coding | SOC | Information technology,1 week ago,https://www.naukri.com/job-listings-staff-engineer-integrations-showpad-pune-6-to-11-years-150626501069
Pune,Sous Chef Pastry,Marriott,Pune,Loss prevention | Staffing | Guest service | Finance | HR | Customer service | Training and Development | Budgeting,2 weeks ago,https://www.naukri.com/job-listings-sous-chef-pastry-marriott-pune-4-to-9-years-110626501636
Pune,Regional HR Trainer,Creditaccess Grameen,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",Training | Field Staff | Microfinance | MIS | Consulting | Vendor | Content development | Monitoring,3+ weeks ago,https://www.naukri.com/job-listings-regional-hr-trainer-creditaccess-grameen-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-300725502631
Pune,Investment Ops Specialist,Principal Global Services,Pune,Economics | Compliance | Accounting | Mutual funds | Reconciliation | Staff administration | Subject Matter Expert | Financial services,2 weeks ago,https://www.naukri.com/job-listings-investment-ops-specialist-principal-global-services-pvt-ltd-pune-3-to-8-years-090626502475
Pune,Investment Ops Specialist,Principal Global Services,Pune,Compliance | Accounting | Mutual funds | Analytical | Reconciliation | Staff administration | Subject Matter Expert | MS Office,2 weeks ago,https://www.naukri.com/job-listings-investment-ops-specialist-principal-global-services-pvt-ltd-pune-6-to-10-years-050626501916
Pune,Executive - Warehouse Operations - Contract Logistics,DP World,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",Outbound | Operations management | Warehouse | contract logistics | Warehouse Executive | Compliance | Warehouse operations | Inventory,3+ weeks ago,https://www.naukri.com/job-listings-executive-warehouse-operations-contract-logistics-dp-world-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-080825502552
Pune,Executive - Supply Chain,Kimberly-Clark Corporation,Pune,MIS reporting | Supply chain | Order management | SAP | MIS | Customer service | Stakeholder management | Freight,3+ weeks ago,https://www.naukri.com/job-listings-executive-supply-chain-kimberly-clark-pune-3-to-8-years-100326504822
Pune,Executive / Sr. Executive - Logistics,Valeo,Pune,Supply chain | TPM | Training | Automation | Kaizen | Scheduling | Continuous improvement | Automotive,3+ weeks ago,https://www.naukri.com/job-listings-executive-sr-executive-logistics-valeo-india-pvt-ltd-pune-4-to-5-years-190925503163
Pune,Executive / Sr. Executive - Logistics Stores (Physical Flow),Valeo,Pune,Supply chain | TPM | Training | Automation | Kaizen | Scheduling | Continuous improvement | Automotive,3+ weeks ago,https://www.naukri.com/job-listings-executive-sr-executive-logistics-stores-physical-flow-valeo-india-pvt-ltd-pune-2-to-6-years-190925502824
Pune,Store cum Dispatch Executive,Primohunt Corporate,Pune,Fabrication | Stock audit | Tally | GRN | Excel | ERP system | Dispatch scheduling | MS Office,3+ weeks ago,https://www.naukri.com/job-listings-store-dispatch-executive-primohunt-corporate-pune-0-to-3-years-031225501307
Pune,Dispatch Executive,Primohunt Corporate,Pune,Billing | Dispatch Executive | Logistics | Dispatch,3+ weeks ago,https://www.naukri.com/job-listings-dispatch-executive-primohunt-corporate-pune-0-to-2-years-020922500982
Pune,Executive For Domestic Dispatch,Ultra Corpotech,Pune(Talegaon),Dispatch | E Way Bill | Tax Invoice | GRN | Gst | Delivery Challan | Material Receipt | Challan,2 weeks ago,https://www.naukri.com/job-listings-executive-for-domestic-dispatch-ultra-corpotech-pune-2-to-4-years-050626020267
Pune,Dispatch Executive,S. R. Prime Solutions,Pune,Printing | Administration | Due diligence | Operational excellence | Supply chain operations | Office administration | Order processing | Logistics,3 weeks ago,https://www.naukri.com/job-listings-dispatch-executive-s-r-prime-solutions-pune-1-to-6-years-040626502107
Pune,Jr. Despatch Executive,Innofitt,Pune,Supply chain | MIS reporting | Excel | Compliance | Manufacturing engineering | Packaging | MIS preparation | Management,3+ weeks ago,https://www.naukri.com/job-listings-jr-despatch-executive-innofitt-systems-pvt-ltd-pune-1-to-2-years-160326501049
Pune,Store & Dispatch Executive,Success Consultancy,Pune,GRN | Inventory management | Store Executive | Dispatch Executive | Material handling | dispatch planning | Inventory | Handling,3+ weeks ago,https://www.naukri.com/job-listings-store-dispatch-executive-success-consultancy-pune-1-to-2-years-010526503233
Ahmedabad,Transport Fleet Executive,Hitech Human Capital,Ahmedabad,Procurement | Payroll | vehicle maintenance | Claims | Expense management | Fleet Executive | Scheduling | Document management,3 weeks ago,https://www.naukri.com/job-listings-transport-fleet-executive-hitech-human-capital-pvt-ltd-ahmedabad-1-to-3-years-030626502625
Ahmedabad,Urgent Hiring || Service Advisor {Field Role} || Ahmedabad,Cars24,Ahmedabad(Naroda),Car Inspection | Automobile | Spare parts costing | Bodyshop Advisor | Body Shop | Car Service | Car Evaluation | Passenger Vehicle,3 weeks ago,https://www.naukri.com/job-listings-urgent-hiring-service-advisor-field-role-ahmedabad-cars24-ahmedabad-2-to-7-years-020126024058
Ahmedabad,Airport Ground Staff,Namo Airways,Ahmedabad,ground staff | insurance | operations | ticketing | skill development | aviation | airline | airport,1 day ago,https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-ahmedabad-0-to-3-years-250626925210
Ahmedabad,Airport Ground Staff,Namo Airways,Ahmedabad,Airport Ground Staff | Customer Service at Airport | Airport Operations Executive | Baggage Handling Staff | Check-in Assistant | Air Ticketing Executive | Passenger Service Agent | Boarding Assistant,2 weeks ago,https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-ahmedabad-0-to-5-years-090626922964
Ahmedabad,Airport Ground Staff,Namo Airways,Ahmedabad,Airport Ground Staff | Airport Operations Executive | Customer Service | Baggage Handling Staff | Check-in Assistant | Air Ticketing Executive | Passenger Service Agent | Boarding Assistant,2 weeks ago,https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-ahmedabad-0-to-2-years-050626920310
Ahmedabad,Operations Executive,Hocco Industries,Ahmedabad,operations management | management skills | team management | back office operations | back office | customer service | process optimization | logistics,3+ weeks ago,https://www.naukri.com/job-listings-operations-executive-hocco-industries-ahmedabad-1-to-4-years-040526502188
Ahmedabad,Commissioning Engineer,THERMAX,"Hybrid - Ahmedabad, Kolkata, Bengaluru",Boiler | Plant Commissioning | Erection Commissioning | Boiler commissioning | Compensation | Commissioning | Plant | Erection,2 weeks ago,https://www.naukri.com/job-listings-commissioning-engineer-thermax-kolkata-ahmedabad-bengaluru-5-to-8-years-210925004870
Ahmedabad,Executive - Operations,Builditindia,Ahmedabad,Supply chain management | Process optimization | Team management | SAP | Workflow | Operation Executive | Customer service | Oracle,3+ weeks ago,https://www.naukri.com/job-listings-executive-operations-builditindia-ahmedabad-3-to-5-years-150525502996
Ahmedabad,Branch Incharge,Helllo Uniglobe,Ahmedabad(Maninagar),Communication Skills | Team Handling | Branch Management | Branch Operations | Branch Sales | Team Management | English | Gujarati,2 days ago,https://www.naukri.com/job-listings-branch-incharge-helllo-uniglobe-ahmedabad-1-to-2-years-230626932344
Ahmedabad,MIT|66322,Jubilant FoodWorks (JFL),Ahmedabad,Interpersonal skills | Hospitality management | Customer satisfaction | Service industry | Workflow | Customer service | Manager Quality Control | Operations,3+ weeks ago,https://www.naukri.com/job-listings-mit-66322-jubilant-foodworks-limited-ahmedabad-3-to-8-years-170426501827
Ahmedabad,Project Coordinator,Agilo Research,"Ahmedabad, Kolkata, Hyderabad, New Delhi",Report generation | Data analysis | Interpersonal skills | Project management | Analytical | Issue resolution | Management | MS Office,3+ weeks ago,https://www.naukri.com/job-listings-project-coordinator-agilo-research-pvt-ltd-kolkata-hyderabad-new-delhi-ahmedabad-3-to-8-years-141124505099
Ahmedabad,Instrumentation Technician,Leading Client,Ahmedabad,technician | operations | plc | troubleshooting | instrumentation | maintenance | Instruments,2 days ago,https://www.naukri.com/job-listings-instrumentation-technician-quality-hr-services-ahmedabad-4-to-6-years-230626941152
Ahmedabad,Programme Manager State / Cluster Office,Alpha MD,"Hybrid - Ahmedabad, Chennai, Bengaluru",Fund Raising | Partnership Management | Programme Implementation | Social Work | Rural Development | Donor Management | Community Mobilization | Social Service,3+ weeks ago,https://www.naukri.com/job-listings-programme-manager-state-cluster-office-alpha-md-ahmedabad-chennai-bengaluru-5-to-10-years-270526036830
Ahmedabad,Business Development Executive,Squirrel Softech Services,Ahmedabad,Lead generation | Client handling | Sales | Networking | Staffing | Market research | Account management | Business Development Executive,3+ weeks ago,https://www.naukri.com/job-listings-business-development-executive-squirrel-softech-services-pvt-ltd-ahmedabad-2-to-6-years-160524500376
Ahmedabad,DOT NET Developer,"Softura, Inc.",Ahmedabad,IT services | SOA | Coding | Workflow | MVC | Stored procedures | Test cases | microsoft,3+ weeks ago,https://www.naukri.com/job-listings-dot-net-developer-softura-inc-ahmedabad-3-to-4-years-220825502184
Ahmedabad,DOT NET Senior Developer,"Softura, Inc.",Ahmedabad,IT services | Multithreading | SOA | Coding | Workflow | MVC | Stored procedures | Test cases,3+ weeks ago,https://www.naukri.com/job-listings-dot-net-senior-developer-softura-inc-ahmedabad-5-to-10-years-220825501562
Ahmedabad,Airport Ground Staff,Anant Airways,Ahmedabad,Airport Ground Staff | Airport Operations Executive | Customer Service | Baggage Handling Staff | Check-in Assistant | Air Ticketing Executive | Passenger Service Agent | Boarding Assistant,3 days ago,https://www.naukri.com/job-listings-airport-ground-staff-anant-airways-ahmedabad-0-to-2-years-220626919191
Ahmedabad,WAREHOUSE EXECUTIVE (Receipts & Dispatch),BLUE DART EXPRESS LIMITED,Ahmedabad,application software | dispatchinventory | stock control | leadership | warehouse | inventory management | communication skills | Application,3+ weeks ago,https://www.naukri.com/job-listings-warehouse-executive-receipts-dispatch-blue-dart-express-limited-ahmedabad-1-to-4-years-250326501168
Ahmedabad,Jr. Exec Store,Vijay Mamra,Ahmedabad,Jr. Exec Store | Jrss | Exec | Stores,3+ weeks ago,https://www.naukri.com/job-listings-jr-exec-store-vijay-mamra-ahmedabad-0-to-2-years-240925507047
